p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_ref_annotations
8.04677571264877e-140	10.3078035085888	0.059	0	2.69872763850814e-135	AL031283.1	MAIT
8.04677571264877e-140	10.3078035085888	0.059	0	2.69872763850814e-135	NFASC	MAIT
8.04677571264877e-140	10.3078035085888	0.059	0	2.69872763850814e-135	NGEF	MAIT
8.04677571264877e-140	10.3078035085888	0.059	0	2.69872763850814e-135	AC087276.2	MAIT
8.04677571264877e-140	10.3078035085888	0.059	0	2.69872763850814e-135	AC068987.3	MAIT
8.04677571264877e-140	10.3078035085888	0.059	0	2.69872763850814e-135	AC135048.3	MAIT
8.04677571264877e-140	10.3078035085888	0.059	0	2.69872763850814e-135	RPRML	MAIT
1.15898227554454e-70	9.30780350858876	0.059	0	3.88699475572128e-66	AL512408.1	MAIT
1.15898227554454e-70	9.30780350858876	0.059	0	3.88699475572128e-66	CAMKV	MAIT
1.15898227554454e-70	9.30780350858876	0.059	0	3.88699475572128e-66	AC005808.1	MAIT
1.42744211803453e-47	8.7228410078676	0.059	0	4.7873553754642e-43	AL358473.1	MAIT
1.42744211803453e-47	8.7228410078676	0.059	0	4.7873553754642e-43	AL158834.2	MAIT
1.42744211803453e-47	8.7228410078676	0.059	0	4.7873553754642e-43	AC004771.5	MAIT
6.25893646791622e-38	7.08541108725231	0.118	0.001	2.09912211260974e-33	ZNRF3	MAIT
5.22503907370125e-36	8.30780350858876	0.059	0	1.75237360453792e-31	AL031985.4	MAIT
5.22503907370125e-36	8.30780350858876	0.059	0	1.75237360453792e-31	AL139161.1	MAIT
5.22503907370125e-36	8.30780350858876	0.059	0	1.75237360453792e-31	ENHO	MAIT
5.22503907370125e-36	8.30780350858876	0.059	0	1.75237360453792e-31	AP003031.2	MAIT
5.22503907370125e-36	8.30780350858876	0.059	0	1.75237360453792e-31	AL031595.2	MAIT
4.64576935694713e-29	7.98587541370139	0.059	0	1.55809812693293e-24	PCDHGA7	MAIT
4.64576935694713e-29	7.98587541370139	0.059	0	1.55809812693293e-24	AC073842.2	MAIT
4.64576935694713e-29	7.98587541370139	0.059	0	1.55809812693293e-24	ANKRD18B	MAIT
4.64576935694713e-29	7.98587541370139	0.059	0	1.55809812693293e-24	DLEU7	MAIT
4.64576935694713e-29	7.98587541370139	0.059	0	1.55809812693293e-24	AC119403.1	MAIT
4.64576935694713e-29	7.98587541370139	0.059	0	1.55809812693293e-24	MIOX	MAIT
4.70083406524967e-29	7.7228410078676	0.059	0	1.57656572880344e-24	MST1R	MAIT
2.02716008367213e-24	7.7228410078676	0.059	0	6.79868948861959e-20	AC113615.1	MAIT
2.02716008367213e-24	7.7228410078676	0.059	0	6.79868948861959e-20	IGHV3-48	MAIT
2.02716008367213e-24	7.7228410078676	0.059	0	6.79868948861959e-20	ZPBP2	MAIT
2.02716008367213e-24	7.7228410078676	0.059	0	6.79868948861959e-20	RIMBP3	MAIT
4.22824485238742e-21	7.50044858653115	0.059	0.001	1.41806875859369e-16	LINC01023	MAIT
4.22824485238742e-21	7.50044858653115	0.059	0.001	1.41806875859369e-16	ALDH7A1	MAIT
4.22824485238742e-21	7.50044858653115	0.059	0.001	1.41806875859369e-16	GJC1	MAIT
4.22824485238742e-21	7.50044858653115	0.059	0.001	1.41806875859369e-16	AC027449.1	MAIT
4.30002984335086e-21	6.84837188995146	0.059	0.001	1.44214400886301e-16	AIRE	MAIT
1.25032633366547e-18	7.89276600930991	0.059	0.001	4.19334445784727e-14	TRAJ9	MAIT
1.3165270753399e-18	7.30780350858876	0.059	0.001	4.41536850527496e-14	CCDC148	MAIT
1.3165270753399e-18	7.30780350858876	0.059	0.001	4.41536850527496e-14	AC009652.2	MAIT
1.15238345000897e-16	7.13787850714644	0.059	0.001	3.86486361464009e-12	TAS2R30	MAIT
1.15238345000897e-16	7.13787850714644	0.059	0.001	3.86486361464009e-12	AC002306.1	MAIT
1.1599484389698e-16	6.98587541370139	0.059	0.001	3.89023507461693e-12	AC124798.1	MAIT
1.16757108881915e-16	6.84837188995146	0.059	0.001	3.91579991768166e-12	LINC02207	MAIT
4.14657302759258e-15	6.98587541370139	0.059	0.001	1.390677661994e-10	AC240565.2	MAIT
4.14657302759258e-15	6.98587541370139	0.059	0.001	1.390677661994e-10	STK4-AS1	MAIT
4.17105887831435e-15	6.84837188995146	0.059	0.001	1.39888972660907e-10	GALNT18	MAIT
4.51626520148167e-15	5.60736379044766	0.118	0.003	1.51466502327292e-10	TIGD4	MAIT
7.81231521389957e-14	6.84837188995146	0.059	0.001	2.62009427643764e-09	RTL8B	MAIT
7.81231521389957e-14	6.84837188995146	0.059	0.001	2.62009427643764e-09	AC027601.1	MAIT
7.81231521389957e-14	6.84837188995146	0.059	0.001	2.62009427643764e-09	AC005261.2	MAIT
6.32341549666863e-13	6.36027092848289	0.118	0.004	2.12074708927273e-08	COCH	MAIT
9.05636566096824e-13	6.7228410078676	0.059	0.001	3.03732391537553e-08	AL035587.1	MAIT
9.05636566096824e-13	6.7228410078676	0.059	0.001	3.03732391537553e-08	FAM156B	MAIT
9.05636566096824e-13	6.7228410078676	0.059	0.001	3.03732391537553e-08	ENTPD2	MAIT
2.2424816243156e-12	5.33817715763228	0.118	0.004	7.52083487162965e-08	AC093297.2	MAIT
5.92917560859094e-12	5.66394731881403	0.118	0.004	1.98852691560923e-07	LKAAEAR1	MAIT
7.22367531390659e-12	6.60736379044766	0.059	0.001	2.42267622677799e-07	SYNE4	MAIT
7.25643955706749e-12	6.50044858653115	0.059	0.001	2.43366469864929e-07	PBX1	MAIT
4.29424387828211e-11	6.50044858653115	0.059	0.001	1.44020351189825e-06	AC098818.2	MAIT
4.29424387828211e-11	6.50044858653115	0.059	0.001	1.44020351189825e-06	NPBWR1	MAIT
4.29424387828211e-11	6.50044858653115	0.059	0.001	1.44020351189825e-06	AC091551.1	MAIT
4.29424387828211e-11	6.50044858653115	0.059	0.001	1.44020351189825e-06	SIX5	MAIT
4.33052480872402e-11	6.30780350858876	0.059	0.001	1.45237141034986e-06	LDB2	MAIT
1.60940123377317e-10	5.03478501418234	0.118	0.005	5.39760985782845e-06	GPR63	MAIT
1.9396250875391e-10	6.87781566784394	0.059	0.001	6.50511461858865e-06	CXCL10	MAIT
2.01741438739096e-10	6.40091291298024	0.059	0.001	6.76600437243181e-06	SLC15A2	MAIT
2.01741438739096e-10	6.40091291298024	0.059	0.001	6.76600437243181e-06	TTC23	MAIT
4.30125666425259e-10	4.2634093892303	0.176	0.012	1.44255546005703e-05	FKBP7	MAIT
4.91589726100004e-10	3.81595041225908	0.235	0.02	1.64869362339419e-05	SUCLG2-AS1	MAIT
5.13926528084987e-10	4.24171431813098	0.176	0.012	1.72360678989143e-05	LZTS1	MAIT
7.40559659244852e-10	6.89276600930991	0.059	0.001	2.48368898517539e-05	CRNDE	MAIT
2.45329980112349e-09	6.80530316805957	0.059	0.001	8.22787687300795e-05	AL133367.1	MAIT
2.60239057952783e-09	6.13787850714644	0.059	0.001	8.72789752562043e-05	CMTM4	MAIT
2.60239057952783e-09	6.13787850714644	0.059	0.001	8.72789752562043e-05	AC092142.1	MAIT
2.60239057952783e-09	6.13787850714644	0.059	0.001	8.72789752562043e-05	INSR	MAIT
2.62961647435701e-09	5.7228410078676	0.059	0.001	8.81920773169854e-05	PEG10	MAIT
2.64846367206235e-09	4.89276600930991	0.118	0.006	8.8824174633627e-05	DLG4	MAIT
2.65732908480303e-09	4.87039819628146	0.118	0.006	8.91215028461239e-05	PLEK2	MAIT
3.99727665914528e-09	4.32595085529902	0.176	0.013	0.000134060664594414	ASMT	MAIT
7.55865772789783e-09	6.05987599514517	0.059	0.002	0.000253502262878237	CRISPLD2	MAIT
7.91643984593194e-09	3.14122195022081	0.294	0.035	0.000265501559552865	METTL1	MAIT
1.86311348313284e-08	4.74301888980523	0.118	0.006	0.00062485099997309	SLC16A5	MAIT
1.95901286200497e-08	6.05987599514517	0.059	0.002	0.000657013733659227	AC024267.4	MAIT
2.00200831989874e-08	5.17852049164379	0.059	0.002	0.00067143355032764	IGHV1-18	MAIT
2.39571979284569e-08	4.7029414504299	0.118	0.007	0.000803476504124586	AC110769.2	MAIT
3.3002647246586e-08	3.16144697828485	0.294	0.037	0.001106842783356	MTMR10	MAIT
4.6354292654291e-08	5.98587541370139	0.059	0.002	0.00155463026703961	AC135279.3	MAIT
4.6354292654291e-08	5.98587541370139	0.059	0.002	0.00155463026703961	SLC5A10	MAIT
4.64904342123781e-08	5.84837188995146	0.059	0.002	0.00155919618261474	AL137802.2	MAIT
4.66277732616562e-08	5.84837188995146	0.059	0.002	0.00156380225964943	TMSB15A	MAIT
6.8398668760822e-08	4.93276407724183	0.118	0.007	0.00229395455290045	CKB	MAIT
1.0116026538055e-07	5.91548608581	0.059	0.002	0.00339271298033287	LRRC24	MAIT
1.01443044425717e-07	5.84837188995146	0.059	0.002	0.00340219682394969	ARHGAP32	MAIT
1.40231852595292e-07	4.57083791442255	0.118	0.007	0.00470309587234092	TTC30A	MAIT
1.71730550506413e-07	4.51772657796299	0.118	0.007	0.00575949920288407	ELOVL4	MAIT
2.05856582870459e-07	5.84837188995146	0.059	0.002	0.00690401807630945	OAZ3	MAIT
2.05856582870459e-07	5.84837188995146	0.059	0.002	0.00690401807630945	TMEM110-MUSTN1	MAIT
2.05856582870459e-07	5.84837188995146	0.059	0.002	0.00690401807630945	AC026691.1	MAIT
2.30860591464864e-07	4.05987599514517	0.176	0.016	0.0077426025165486	AC004854.2	MAIT
2.5125153741297e-07	4.48337507317221	0.118	0.008	0.0084264740617562	KDF1	MAIT
3.01901183921842e-07	4.46650125460781	0.118	0.008	0.0101251619063707	U47924.2	MAIT
3.7003882692655e-07	4.2780561651947	0.118	0.008	0.0124103621774626	CAVIN1	MAIT
3.95184854879912e-07	5.7228410078676	0.059	0.002	0.0132537096629625	PHKA1	MAIT
4.12140813750996e-07	3.77642204807244	0.176	0.017	0.0138223786115809	PLEKHG4	MAIT
5.27260934659233e-07	4.22034066733842	0.118	0.008	0.0176832772266014	AUNIP	MAIT
7.15624616055264e-07	5.7228410078676	0.059	0.002	0.0240006183732615	AC048382.6	MAIT
7.17371402489665e-07	5.66394731881403	0.059	0.002	0.0240592020966984	AC022021.1	MAIT
1.18808133790776e-06	5.95730626150462	0.059	0.002	0.0398458719107503	TRAV8-5	MAIT
1.23964540120881e-06	5.66394731881403	0.059	0.002	0.0415752274657412	AL109917.1	MAIT
1.23964540120881e-06	5.66394731881403	0.059	0.002	0.0415752274657412	ADGRB1	MAIT
2.06000798095297e-06	5.60736379044766	0.059	0.002	0.0690885476652008	AMOT	MAIT
2.06000798095297e-06	5.60736379044766	0.059	0.002	0.0690885476652008	AL136295.5	MAIT
2.0646425391237e-06	5.55291600642529	0.059	0.002	0.0692439814771308	AL163932.1	MAIT
2.0646425391237e-06	5.55291600642529	0.059	0.002	0.0692439814771308	KANK2	MAIT
2.0646425391237e-06	5.50044858653115	0.059	0.002	0.0692439814771308	LTF	MAIT
2.35869031983341e-06	4.23455452655812	0.118	0.009	0.0791057559465728	NEURL2	MAIT
2.68916122167699e-06	4.24890981953519	0.118	0.009	0.090189089052603	CIB2	MAIT
2.98097038499735e-06	3.53961918381183	0.176	0.019	0.099975784772041	NCEH1	MAIT
3.29907232599312e-06	5.55291600642529	0.059	0.002	0.110644287669157	AP001033.1	MAIT
3.31344781292633e-06	5.44982251346118	0.059	0.002	0.111126412749923	AP002852.1	MAIT
3.60982641848933e-06	3.53961918381183	0.176	0.02	0.121066358423295	ZNF879	MAIT
3.70460509764672e-06	3.46859972049181	0.176	0.02	0.124245045764876	RFX2	MAIT
4.16956316155618e-06	3.48125502129784	0.176	0.02	0.139838809312271	TNFRSF10D	MAIT
