Gene	Expression
1	RNR2	231.031042143848
2	B2M	204.461742004054
3	MALAT1	154.33218651768
4	ACTB	123.594502787177
5	TMSB4X	123.14217934339
6	RPL41	106.068077768107
7	RPS27	95.3662362076237
8	EEF1A1	94.5385146574582
9	RPLP1	88.5856917371289
10	HLA-C	78.9955633746678
11	RPL10	68.8365352780107
12	TMSB10	66.3708803779456
13	RPL28	61.7132813594262
14	COX1	61.1294181691821
15	HLA-A	56.9821947420777
16	RPL39	56.1397901825732
17	CXCL13	55.2427869090758
18	RNR1	54.1207841905904
19	RPS15A	53.425274293769
20	COX2	53.1907132319318
21	RPS19	51.9401186784418
22	RPL13	49.6551319746303
23	RPL30	46.8393405576112
24	RPS26	46.196332307766
25	RPS12	44.8217811999885
26	HSPA1A	42.9152319165428
27	RPL32	42.1050631769725
28	RPL11	41.5956926955765
29	RPS18	39.1352525537429
30	RPL34	38.7166490233332
31	RPL19	38.6551431778173
32	RPS4X	38.356839862114
33	RPS3	38.1817162827195
34	RPS27A	37.084251582545
35	GAPDH	36.6951707104379
36	JUN	34.999739658651
37	RPL18A	34.8753835920947
38	DUSP1	34.6046840488012
39	TPT1	34.4631342450417
40	RPL12	32.8808042544298
41	RPS15	32.8221485188889
42	DNAJB1	32.7891495660389
43	ND3	31.6412064267934
44	FTH1	31.3003156978903
45	PTMA	31.0643311280763
46	PFN1	30.967945973041
47	RPS23	30.7496834537741
48	RPL26	29.7458665382918
49	SH3BGRL3	29.2189184048747
50	RPS24	28.785327974953
51	ACTG1	28.6608336963398
52	ATP6	28.3290539578826
53	RPS21	28.2482285748379
54	RPS3A	27.8981745390685
55	FAU	27.4096543980804
56	RPS8	27.2722295084787
57	RPS14	27.2534070643376
58	FOS	27.058917724754
59	RPL37	26.2798997136973
60	RPL36	26.2234711436592
61	RPS29	26.1140291202511
62	RPS7	26.0724818795374
63	RPL7A	25.4221572003939
64	RPL29	25.4113852804892
65	JUNB	25.2649523256928
66	S100A4	25.2066114807816
67	RPL35A	24.7735491246971
68	RPL6	24.5917958353978
69	RPS25	24.3898639976205
70	RPL8	23.8312026379275
71	RPL18	23.5211965975859
72	RPS13	23.2752038230821
73	BTG1	22.8660036295716
74	HSPA1B	22.1084683606401
75	RPL3	21.9936995481652
76	ND4L	21.9405996821872
77	ATP8	21.8704087349884
78	FXYD5	21.6855749616184
79	UBC	21.4392139170294
80	ND4	20.568534587387
81	EIF1	20.2898846921189
82	SRGN	20.0309650609911
83	TSC22D3	19.7290035240105
84	IL32	19.7018977915664
85	IFITM1	19.6063803918747
86	RPS6	19.4489608946191
87	ZFP36L2	19.3844125046002
88	CYTB	18.7855880281265
89	RPS9	18.6472926659883
90	H3F3B	18.4183959875063
91	RPLP0	18.4022579347103
92	RPL14	18.3935561920271
93	RPL15	18.3143875351458
94	CFL1	18.0893104923231
95	RPLP2	17.7560881425551
96	SERF2	17.4396673525121
97	COX3	17.4240551078811
98	RPL5	17.046527660888
99	RPL35	16.6061727515451
100	CRIP1	16.0066834917659
101	CD3E	15.878739573624
102	RPL24	15.7102947320326
103	SARAF	15.6667311567217
104	RGS1	15.5375483742759
105	CD74	15.5214015065156
106	HLA-H	15.4911013323736
107	CD7	15.3978278520644
108	ATP5E	15.356455806487
109	FTL	14.9887096508373
110	RPS2	14.959838512569
111	MYL6	14.797626653157
112	CCL4	14.3131564153077
113	GNB2L1	14.2770680142335
114	RPS5	14.23108385014
115	CD2	13.9317045301107
116	NACA	13.858401374611
117	RPL9	13.5563845738956
118	CD3D	13.3684427408814
119	HSPA8	13.1838702901718
120	EEF1D	13.1626649460187
121	VIM	13.092626515382
122	ARHGDIB	12.9535901270347
123	ZFP36	12.9437478253344
124	LAPTM5	12.9177542621229
125	RPL23A	12.8557841747935
126	CD69	12.5367254633534
127	IFITM2	12.5315434002634
128	TMA7	12.3339341425524
129	RPS16	12.3199688294145
130	RPSA	12.1742873335452
131	RPL22	12.1388672875514
132	ALOX5AP	11.9418883689972
133	HSP90AA1	11.8227286906352
134	MYL12A	11.3268886692693
135	PPIA	11.1219692917604
136	PFDN5	11.1100630245615
137	UBA52	11.0662290586273
138	CD52	11.0249642187895
139	COTL1	10.7704299273163
140	CCL5	10.6888419372169
141	HNRNPA1	10.5114332051647
142	PCBP2	10.5108610494944
143	RPL10A	10.4981991720585
144	PTPRCAP	10.4238632951223
145	KLF6	10.3891678931947
146	RPL37A	9.98232999478382
147	DUSP2	9.80139284960154
148	RPL27	9.64139794538546
149	RAC2	9.43704839609277
150	PPDPF	9.31974365880553
151	CORO1A	9.31396983820788
152	UBB	9.29977670676469
153	CYBA	9.23537708771866
154	PTPRC	9.1645136254516
155	S100A11	9.15572483930447
156	MIF	9.11748105960089
157	KLRB1	9.08936998150401
158	S100A6	9.06507798206287
159	BTF3	8.75731763838213
160	DDX5	8.73886452214456
161	IFITM3	8.61662718946592
162	RPL21	8.55502198306466
163	RHOA	8.53409428871324
164	IL2RG	8.52299222283902
165	RPL36A	8.51393612502332
166	ITM2B	8.14451517909342
167	COX7C	8.1209305266402
168	RPL38	8.10257334896933
169	ATP5G2	8.09971711686608
170	COX4I1	8.0863143237344
171	CIRBP	7.94825907522172
172	CXCR4	7.90003457277647
173	HMGB1	7.86242560163568
174	ATP5L	7.85932669689464
175	RPL4	7.81254445998565
176	CLIC1	7.80826659905757
177	OST4	7.79223826511147
178	PABPC1	7.74225404600464
179	RPL36AL	7.70888166192605
180	ND1	7.68048028269919
181	YWHAZ	7.5903025320563
182	EEF1B2	7.5404941183091
183	SRP14	7.39636321831777
184	LOC101929876	7.33686070216945
185	HCST	7.29596983160589
186	SPOCK2	7.27482144770116
187	LSP1	7.23571350788964
188	TNFAIP3	7.22772208442934
189	NR3C1	7.15944642343459
190	PSME1	7.14753441387641
191	CD99	7.13842004597119
192	ARPC2	7.0298612278209
193	EEF2	6.90649202214368
194	HINT1	6.84176667005169
195	ALDOA	6.75617868554231
196	CALM1	6.73609659620662
197	PNRC1	6.65610470528275
198	HSP90AB1	6.65026684417049
199	ARPC1B	6.62285695711802
200	LOC101929531	6.55543031658679
201	IL7R	6.51045279929237
202	DDIT4	6.50194754194259
203	UQCR11	6.48752246341411
204	ARPC3	6.46108818179436
205	EEF1G	6.44662854541951
206	TOMM7	6.43925830094609
207	COMMD6	6.41711731051865
208	MYL12B	6.38791797496519
209	PPP1R15A	6.37304736008468
210	UBL5	6.33194932492806
211	RN7SK	6.31821927086626
212	DAZAP2	6.30124009304074
213	SUMO2	6.28372666678115
214	PCBP1	6.25439850420996
215	GNLY	6.2497656664025
216	EVL	6.23218607640893
217	TPI1	6.22004747773685
218	HNRNPA2B1	6.11524016615832
219	NPM1	6.0502685758797
220	LY6E	6.01323844394207
221	RARRES3	5.98172227237601
222	ND2	5.97311821630232
223	TXNIP	5.92438547120963
224	PSMB9	5.88030486368442
225	CCNI	5.83929282667045
226	YWHAB	5.68158774742387
227	GABARAP	5.64462553511271
228	GMFG	5.63186644587584
229	CHCHD2	5.62434689758377
230	C12orf57	5.6047350817377
231	HSPB1	5.56390026772869
232	CD37	5.48563537265237
233	RPS11	5.45804120126477
234	CKLF	5.45595273293097
235	HMGN1	5.40469937810152
236	RPL31	5.39649770106959
237	TCEB2	5.37270824410178
238	ND5	5.26004489488824
239	CAPZB	5.25930851425316
240	HNRNPDL	5.24802610898844
241	SKP1	5.24780356590554
242	NFKBIA	5.24251243708584
243	PPIB	5.16048137877301
244	SUB1	5.09355685705363
245	CALM2	5.09353079672434
246	EDF1	5.05478066227573
247	COX6B1	5.04674980864172
248	LIMD2	5.02895968688068
249	RNASEK	5.02806514805481
250	TAGLN2	5.02443076955376
